Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2021-08-12,The Green Knight,2021,https://boxd.it/23Uaal,5,Yes,"Jackson Film Club
August feature
Hosted at Malco Grandview
Auditorium 8","in theaters, jxnfilmclub, samo, markvs",2021-08-11
2021-08-14,The Wicker Man,1973,https://boxd.it/246Gn1,5,,They’re doing <i>pagan rituals. </i>,primevideo,2021-08-13
2021-08-16,Europa Report,2013,https://boxd.it/24piox,2.5,,This movie goes on for some time...,primevideo,2021-08-15
2021-08-18,High Life,2018,https://boxd.it/24IuTZ,5,Yes,"""Break the laws of nature and you'll pay for it, you little son of a bitch. <i>You little son of a bitch</i>.""",primevideo,2021-08-17
2021-08-19,The Green Knight,2021,https://boxd.it/24U07P,5,Yes,"Crew: Ashton, Tyler, Bryson, and Sam^2","jxnfilmclub, a24 screening room",2021-08-18
2021-08-23,Lady Bird,2017,https://boxd.it/25uToX,4,Yes,"I remember recommending this to my mom for a number of reasons but the most impactful motivation to recall is the ending. 

<blockquote>Hi Mom and Dad, it's me, Christine. It's the name you gave me. It's a good one. Dad, this is more for Mom. Hey, Mom, did you feel emotional the first time that you drove in Sacramento? I did and I wanted to tell you, but we weren't really talking when it happened. All those bends I've known my whole life, and stores, and the whole thing. But I wanted to tell you I love you. Thank you, I'm... thank you.</blockquote>",netflix,2021-08-22
2021-08-27,Woodshock,2017,https://boxd.it/25XSwp,3.5,,The final sequence is everything,netflix,2021-08-26
2021-08-28,Hereditary,2018,https://boxd.it/2693UJ,4,Yes,Watched with Jack,,2021-08-27
2021-08-28,Munchausen,2013,https://boxd.it/269n3Z,3.5,Yes,Why do I torture my friends like this,youtube,2021-08-27
2021-08-29,Fast Five,2011,https://boxd.it/26i2HH,3,,Watched for Hannah R’s birthday,appletv,2021-08-28
2021-09-01,Adaptation.,2002,https://boxd.it/26I12b,5,,I fucking love plants.,primevideo,2021-08-31
2021-09-02,Water for Elephants,2011,https://boxd.it/26OLNf,3.5,,"questionable ethics of circus life + love triangle is about the most interesting thing this has to offer

I love the end though",primevideo,2021-09-01
2021-09-03,First Reformed,2017,https://boxd.it/26YSPn,5,Yes,In memory of Austin Rolla Cole on the day of his repose,youtube,2021-09-02
2021-09-03,Shang-Chi and the Legend of the Ten Rings,2021,https://boxd.it/270757,4.5,,Simu Liu would you please be my boyfriend,"imax, in theaters",2021-09-02
2021-09-05,The Wolf of Snow Hollow,2020,https://boxd.it/27fNSP,5,,Wow I love this,,2021-09-04
2021-09-06,Daniel Isn't Real,2019,https://boxd.it/27ptqh,4,,This is so homo,primevideo,2021-09-05
2021-09-07,Lifeline,2018,https://boxd.it/27EHw9,4.5,,interviewing at FAANG companies be like,youtube,2021-09-07
2021-09-08,Dead Poets Society,1989,https://boxd.it/27KNgX,5,Yes,"I remember this from high school.

Neil's suicide stuck out like a sore thumb. It took us two periods of English to get to it and if I recall correctly there were some scenes that were cut from the version we watched. That sequence shocked the classroom. The depiction of grief of two parents finding the body of their son was affective.

It felt like something we shouldn't have seen.

I've lost at least two people I remember from my hometown to suicide. If you are ever struggling, please reach out for help. 

Call 1-800-273-TALK (8255)",youtube,2021-09-07
2021-09-12,The Lord of the Rings: The Fellowship of the Ring,2001,https://boxd.it/28caQ9,5,Yes,"Jackson Film Club

Extended edition marathon","jxnfilmclub, samo, markvs",2021-09-11
2021-09-12,The Lord of the Rings: The Two Towers,2002,https://boxd.it/28dCmX,5,Yes,"Jackson Film Club 

Extended edition marathon","jxnfilmclub, samo, markvs",2021-09-11
2021-09-12,The Lord of the Rings: The Return of the King,2003,https://boxd.it/28gvjX,5,Yes,"Jackson Film Club

Extended edition marathon","jxnfilmclub, samo, markvs",2021-09-11
2021-09-15,Stalker,1979,https://boxd.it/28HLoj,,,"Tarkovsky makes films for thinking. 
I’ll be thinking on this one for a while.",criterion,2021-09-14
2021-09-21,Sound of Metal,2019,https://boxd.it/29veWn,5,Yes,Shared with Samo and Mark,"samo, markvs",2021-09-20
2021-09-22,The Tragedy of Macbeth,2021,https://boxd.it/29A5JJ,,,"I’ve never before reviewed a movie I haven’t seen. 

This is a promise to give this my attention.",appletv+,2021-09-21
2021-09-22,The Death of David Cronenberg,2021,https://boxd.it/29AevB,,,No Fucken Thing,youtube,2021-09-21
2021-09-22,Koyaanisqatsi,1982,https://boxd.it/29Bhj1,5,,ELEMENTAL,,2021-09-21
2021-09-23,The Place Beyond the Pines,2012,https://boxd.it/29JVuf,4.5,,"“History doesn’t repeat itself, but it rhymes.” 


Watched with Samo","4k, samo",2021-09-22
2021-09-24,Newsies,1992,https://boxd.it/29RUN7,5,Yes,This transports me to mixed chorus in high school,primevideo,2021-09-23
2021-09-25,The Turtle's Head,2014,https://boxd.it/29WQnp,2,Yes,I can’t tell if this is meant to be comedy,youtube,2021-09-24
2021-09-30,Midnight Mass,2021,https://boxd.it/2aG42l,4.5,,"Congratulations, Mike Flanagan",netflix,2021-09-29
2021-10-01,Noroi: The Curse,2005,https://boxd.it/2aLDnj,4.5,,anti-tourism propo,youtube,2021-09-30
2021-10-03,Blue Valentine,2010,https://boxd.it/2b7fHD,5,,I don’t understand straight relationships but I do understand saying goodbye,primevideo,2021-10-02
2021-10-05,Hush,2016,https://boxd.it/2bqUAh,4,,81 minutes of Mike Flanagan horror is a great package,netflix,2021-10-04
2021-10-06,Congo,1995,https://boxd.it/2bzToR,2,,I watched this for free on YouTube,youtube,2021-10-05
2021-10-10,Pioneer,2011,https://boxd.it/2c8FbJ,5,,I want to be a dad,youtube,2021-10-09
2021-10-11,No Time to Die,2021,https://boxd.it/2cicht,3,,With Mark and Samø and Sam,"in theaters, samo, markvs",2021-10-10
2021-10-11,There's Someone Inside Your House,2021,https://boxd.it/2clb6P,3.5,,Not a bad use of 96 minutes of runtime,netflix,2021-10-10
2021-10-13,Dave Chappelle: The Closer,2021,https://boxd.it/2cG3fh,3.5,,Watched with Mark and Jake,netflix,2021-10-10
2021-10-14,The Exorcist,1973,https://boxd.it/2cOl3p,5,,"Jackson Film Club
October feature","jxnfilmclub, samo, markvs",2021-10-13
2021-10-16,Lamb,2021,https://boxd.it/2d3Ksz,,,Watched with Samø,"in theaters, samo",2021-10-15
2021-10-16,Hunt for the Wilderpeople,2016,https://boxd.it/2d6hqZ,3.5,Yes,Watched with Elijah and Josiah,netflix,2021-10-15
2021-10-17,Lamb,2021,https://boxd.it/2dfZDV,4.5,Yes,Watched alone,in theaters,2021-10-16
2021-10-19,Separation,2020,https://boxd.it/2dvYKj,2,,"Did that feel good, Rebekah?",shudder,2021-10-18
2021-10-19,The Last Duel,2021,https://boxd.it/2dBBGl,4,,"Watched with Samø

Why are men and mothers-in-law so awful?","in theaters, samo",2021-10-18
2021-10-22,Dune,2021,https://boxd.it/2dZ4mv,5,,"Watched with Sam, Sam, Jack, and Jake 

“This is only the beginning.”","imax, in theaters, samo",2021-10-21
2021-10-24,Dune,2021,https://boxd.it/2egJj7,5,Yes,"Watched with Matthew, Mark, and Miriam


“Dreams are messages from the deep.”","imax, in theaters, markvs",2021-10-23
2021-10-25,The Babysitter: Killer Queen,2020,https://boxd.it/2evb6N,2.5,,"Watched with Hannah and Mary and Nova


“Plan B isn’t just a pill I take Saturday mornings”",netflix,2021-10-24
2021-10-25,Unfriended,2014,https://boxd.it/2ex4qP,2.5,,does not do it for me,netflix,2021-10-24
2021-10-28,Malevolent,2018,https://boxd.it/2eYbzt,1.5,,"This movie takes psychological horror too seriously 

Samô bailed on me

As of this film, I have 50 left before I reach 365 for the year",netflix,2021-10-27
2021-10-28,Rango,2011,https://boxd.it/2eYC5F,4.5,Yes,"Watched with Matthew
(in spirit, not in person)


Probably one of the best Johnny Depp performances",netflix,2021-10-27
2021-10-28,The Green Knight,2021,https://boxd.it/2eZDEX,5,Yes,I am officially on vacation and since the first thing I am doing tomorrow is going to Target I am kicking things off with a triple feature.,vudu,2021-10-27
2021-10-29,The Machinist,2004,https://boxd.it/2f3qqh,4,,I don’t like it,netflix,2021-10-28
2021-10-31,"The French Dispatch of the Liberty, Kansas Evening Sun",2021,https://boxd.it/2focRb,4.5,,"Watched with Alexa, Brooke, and Garrtt

At the Ritz 5 in Philadelphia 

This is the most Wes Anderson film I’ve ever seen",in theaters,2021-10-30
2021-11-01,Last Night in Soho,2021,https://boxd.it/2fFGJF,3.5,,"Watched with Brooke and Garrtt 

At the Bryn Mawr Film Institute",in theaters,2021-10-31
2021-11-01,Halloweentown,1998,https://boxd.it/2fGAb5,3.5,Yes,"Watched with Brooke


The folks at SEPTA must be jealous of a bus that gets away with running once a year",disney+,2021-10-31
2021-11-02,Passing,2021,https://boxd.it/2fQTgj,4,,"Watched with Alexa, Brooke, and Garrtt

At the Ritz 5 in Philadelphia",in theaters,2021-11-01
2021-11-03,Little Miss Sunshine,2006,https://boxd.it/2fV5U9,4,,Richard is a real Richard,primevideo,2021-11-02
2021-11-05,The Bad Mother's Handbook,2007,https://boxd.it/2gdssj,2,,I didn’t think Catherine Tate could play a more annoying character than Nellie from <i>The Office</i> and yet here I am,primevideo,2021-11-04
2021-11-05,Eternals,2021,https://boxd.it/2giL6V,3,,"I liked this movie.

It is a character movie and there are some interesting ones here. The characters somehow manage to overshadow the cosmic nature of Marvel's cosmic stories, but I mostly didn't mind. A consequence of this is that I also didn't really care about the ""villains"" as the Deviants were not very interesting to begin with, though this isn't a movie interested in clear cut heroes and villains.

Much of the humor didn't work for me and it tried way too hard. Other moments are lovingly elevated by Chloé Zhao's inspired hand.

One day, I hope I'm lucky enough to say, ""See you tonight,"" to Kit Harrington.","in theaters, imax",2021-11-04
2021-11-07,V for Vendetta,2005,https://boxd.it/2gtYid,3.5,Yes,"Remember, remember",,2021-11-05
2021-11-07,Hot Rod,2007,https://boxd.it/2gzYGr,4,Yes,"Watched with Alan and mom

This was a Harralson Hall favorite at Wesley College",primevideo,2021-11-06
2021-11-08,Dune,2021,https://boxd.it/2gKjuB,5,Yes,"Watched with Alan 

Have you found the Letterboxd easter egg for this film?",in theaters,2021-11-07
2021-11-09,The Village,2004,https://boxd.it/2gTsr5,5,Yes,"I’ve loved this movie since high school and I think it’s because I grew up walking in the woods. That’s where all my stories happened, and so I knew what that fear felt like on a visceral level. I camped on my family’s land alone even as a kid, so I say I got my Walden days out kind of early. Don’t get me wrong, I love nature and I love camping and I am intentional about giving myself that connection to nature on the regular. But ya boy likes sleeping in a bed. 

This is a good story because there are beautiful images of human emotions. Touch, color, and the choice of both is playfully displayed with rich meaning and love for the great mystery of life. 

Maybe I’m waxing poetic but this is a perfect movie for me.",hulu,2021-11-08
2021-11-10,Antlers,2021,https://boxd.it/2h3xEN,3,,The moral of the story is don’t do drugs,"in theaters, samo",2021-11-09
2021-11-10,Spencer,2021,https://boxd.it/2h4MK9,4.5,,"“Love, shocks, & laughter”
—
These three are plenty in this intimate portrait of Kristen Stewart’s Diana","in theaters, samo",2021-11-09
2021-11-11,Vacation Friends,2021,https://boxd.it/2h9f8V,3,,"This is my second favorite Waffle House ad. 

<a href=""https://open.spotify.com/track/3HRFjEe2pl2TaITJ6Arbor?si=4TqcnZdrTUicTHosaWLAFg"" rel=""nofollow"">Here’s the first. </a>[link]",hulu,2021-11-10
2021-11-12,Little Women,2019,https://boxd.it/2hlVUL,5,Yes,"Jackson Film Club
November Feature
Hosted by Mary and Hannah","jxnfilmclub, samo, markvs, merry",2021-11-11
2021-11-13,2001: A Space Odyssey,1968,https://boxd.it/2hqkzL,5,,We definitely faked the moon landing and Stanley Kubrick directed it.,,2021-11-12
2021-11-13,Hereditary,2018,https://boxd.it/2hrcOP,4,Yes,Makes me want to visit Utah,appletv,2021-11-12
2021-11-13,Atonement,2007,https://boxd.it/2htyOL,3,,"Mary-thon (a movie marathon)
Film #1 of 5

The score is wonderful but god this is somehow both dramatic and boring",primevideo,2021-11-12
2021-11-13,Glory Road,2006,https://boxd.it/2hvi21,3,,"Mary-thon (a movie marathon)
Film #2 of 5

Great story but it reads like any other inspirational sports movie

I always swoon hearing some Otis Redding though",disney+,2021-11-12
2021-11-14,About Time,2013,https://boxd.it/2hD1s3,5,,"Mary-thon (a movie marathon)
Film #3 of 5

absolutely perfect",netflix,2021-11-13
2021-11-17,"The French Dispatch of the Liberty, Kansas Evening Sun",2021,https://boxd.it/2icPft,4.5,Yes,Watched with Micah and Jeana,"samo, in theaters",2021-11-16
2021-11-18,Never Let Me Go,2010,https://boxd.it/2ihLi9,4,,"Mary-thon (a movie marathon)
Film #4 of 5

big sad",primevideo,2021-11-17
2021-11-18,Loving Vincent,2017,https://boxd.it/2ijAXf,4,,"Mary-thon (a movie marathon)
Film #5 of 5",googleplay,2021-11-17
2021-11-20,Ghostbusters: Afterlife,2021,https://boxd.it/2iC7Th,3,,"Watched with Hannah R


Fun and sometimes funny",in theaters,2021-11-19
2021-11-21,Grave of the Fireflies,1988,https://boxd.it/2iKWAr,,Yes,I don’t know why I did this to myself,,2021-11-20
2021-11-24,House of Gucci,2021,https://boxd.it/2jg7Eh,4.5,,"At one point I leaned over and asked Sam, “Is that Jared Leto?” and it was my favorite part of the movie","in theaters, samo",2021-11-23
2021-11-24,The Last of the Mohicans,1992,https://boxd.it/2jh969,4.5,,"When the Last of the Mohicans showed up with their own theme music that shit was 🔥

Happy Thanksgiving babes! 🍗🌽🏡",primevideo,2021-11-24
2021-11-25,The Map of Tiny Perfect Things,2021,https://boxd.it/2jjxAL,4.5,,If<i> About Time</i> was written by John Green,primevideo,2021-11-24
2021-11-26,Belfast,2021,https://boxd.it/2jvNUV,4.5,,"“Go. Go now. Don’t look back. I love you so.” 

I’m thinking it might be worth creating a tag to track movies that bring me to tears. I wept.",in theaters,2021-11-25
2021-11-27,"tick, tick... BOOM!",2021,https://boxd.it/2jARGN,4,,"I was not a musical theatre kid but I'm here for unique musicals. Lin Manuel Miranda is such a better influence behind the camera than he is in front of it.

It's a story rich with love and fear and the tension between. Thanks for making me cry, Andrew Garfield.",netflix,2021-11-26
2021-11-27,Pig,2021,https://boxd.it/2jCFA3,5,,"Holy shit the final sequence is everything

So much profound and silent suffering",hulu,2021-11-26
2021-11-27,The Thing,2011,https://boxd.it/2jGzFf,2.5,,"Probably my biggest question is about Joel Edgerton wearing an earring:

Why?",primevideo,2021-11-26
2021-11-28,The Seventh Seal,1957,https://boxd.it/2jOEUZ,5,,This was my first time. This was a lot.,criterion,2021-11-27
